Date,TransactionID,ProductID,ProductName,Category,Quantity,Price,Type,Amount,PaymentMode
2026-01-04,TXN1268,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,UPI
2026-01-04,TXN1269,P106,Britannia Marie Gold Biscuits,Snacks,6,15,Sale,90,Cash
2026-01-04,TXN1270,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Cash
2026-01-04,TXN1271,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-01-04,TXN1272,P103,Tata Salt 1kg,Condiments,3,28,Sale,84,Cash
2026-01-05,TXN1273,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,Card
2026-01-05,TXN1274,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,UPI
2026-01-05,TXN1275,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,Cash
2026-01-05,TXN1276,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,Cash
2026-01-05,TXN1277,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-01-05,TXN1278,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-01-06,TXN1279,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,UPI
2026-01-06,TXN1280,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,Card
2026-01-06,TXN1281,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Cash
2026-01-06,TXN1282,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,3,280,Sale,840,Cash
2026-01-06,TXN1283,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-01-07,TXN1284,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,UPI
2026-01-07,TXN1285,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Cash
2026-01-07,TXN1286,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-01-07,TXN1287,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,Cash
2026-01-07,TXN1288,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-07,TXN1289,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-01-07,TXN1290,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-08,TXN1291,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-01-08,TXN1292,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,UPI
2026-01-08,TXN1293,P106,Britannia Marie Gold Biscuits,Snacks,3,15,Sale,45,UPI
2026-01-08,TXN1294,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-01-08,TXN1295,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Card
2026-01-08,TXN1296,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,UPI
2026-01-08,TXN1297,P108,Sunsilk Black Shampoo 180ml,Personal Care,3,145,Sale,435,Card
2026-01-08,TXN1298,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-01-08,TXN1299,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,3,280,Sale,840,Cash
2026-01-08,TXN1300,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-08,TXN1301,P101,Premium Basmati Rice 5kg,Grains,5,450,Sale,2250,Cash
2026-01-08,TXN1302,P106,Britannia Marie Gold Biscuits,Snacks,5,15,Sale,75,Card
2026-01-08,TXN1303,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,UPI
2026-01-09,TXN1304,P108,Sunsilk Black Shampoo 180ml,Personal Care,3,145,Sale,435,Cash
2026-01-09,TXN1305,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,UPI
2026-01-09,TXN1306,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-01-09,TXN1307,P105,Toor Dal Premium 1kg,Pulses,3,180,Sale,540,Cash
2026-01-09,TXN1308,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Cash
2026-01-10,TXN1309,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,UPI
2026-01-10,TXN1310,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Cash
2026-01-10,TXN1311,P105,Toor Dal Premium 1kg,Pulses,6,180,Sale,1080,Cash
2026-01-10,TXN1312,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-01-10,TXN1313,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,Cash
2026-01-10,TXN1314,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,Cash
2026-01-10,TXN1315,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-01-10,TXN1316,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,Cash
2026-01-10,TXN1317,P107,Brooke Bond Red Label Tea 250g,Beverages,3,120,Sale,360,UPI
2026-01-10,TXN1318,P107,Brooke Bond Red Label Tea 250g,Beverages,3,120,Sale,360,UPI
2026-01-10,TXN1319,P106,Britannia Marie Gold Biscuits,Snacks,3,15,Sale,45,UPI
2026-01-10,TXN1320,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,UPI
2026-01-10,TXN1321,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-10,TXN1322,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,Cash
2026-01-10,TXN1323,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-10,TXN1324,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Card
2026-01-10,TXN1325,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,Cash
2026-01-10,TXN1326,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-01-10,TXN1327,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-01-10,TXN1328,P102,Gold Winner Sunflower Oil 1L,Oils,3,140,Sale,420,Card
2026-01-10,TXN1329,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,UPI
2026-01-10,TXN_ELEC_012026,EXP_ELEC,Electricity Bill,Utilities,1,2528,Expense,2528,UPI
2026-01-10,TXN_RESTOCK_1329,P106,Restock: Britannia Marie Gold Biscuits,Restock,29,12,Expense,348,Cash
2026-01-11,TXN1330,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-01-11,TXN1331,P105,Toor Dal Premium 1kg,Pulses,3,180,Sale,540,Cash
2026-01-11,TXN1332,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,UPI
2026-01-11,TXN1333,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,UPI
2026-01-11,TXN1334,P103,Tata Salt 1kg,Condiments,6,28,Sale,168,UPI
2026-01-11,TXN1335,P105,Toor Dal Premium 1kg,Pulses,3,180,Sale,540,Card
2026-01-11,TXN1336,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-01-11,TXN1337,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,UPI
2026-01-11,TXN1338,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,Cash
2026-01-11,TXN1339,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-01-11,TXN1340,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,Cash
2026-01-11,TXN1341,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-01-12,TXN1342,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-01-12,TXN1343,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,UPI
2026-01-12,TXN1344,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,Cash
2026-01-12,TXN1345,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,UPI
2026-01-12,TXN1346,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,Cash
2026-01-12,TXN1347,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-01-12,TXN1348,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,Card
2026-01-12,TXN1349,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-01-12,TXN1350,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-01-12,TXN1351,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,UPI
2026-01-12,TXN1352,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,Cash
2026-01-12,TXN1353,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-12,TXN1354,P102,Gold Winner Sunflower Oil 1L,Oils,6,140,Sale,840,Cash
2026-01-12,TXN1355,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,UPI
2026-01-13,TXN1356,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-01-13,TXN1357,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,Card
2026-01-13,TXN1358,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,3,280,Sale,840,Cash
2026-01-13,TXN1359,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,UPI
2026-01-13,TXN1360,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-13,TXN1361,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-01-13,TXN1362,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-01-14,TXN1363,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,Cash
2026-01-14,TXN1364,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,Cash
2026-01-14,TXN1365,P105,Toor Dal Premium 1kg,Pulses,5,180,Sale,900,Cash
2026-01-14,TXN1366,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-01-14,TXN1367,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Cash
2026-01-14,TXN1368,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Cash
2026-01-14,TXN1369,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-01-14,TXN1370,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-01-15,TXN1371,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,Cash
2026-01-15,TXN1372,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-01-15,TXN1373,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,UPI
2026-01-15,TXN1374,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,UPI
2026-01-15,TXN1375,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-01-15,TXN1376,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,Cash
2026-01-15,TXN1377,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,Cash
2026-01-15,TXN1378,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Card
2026-01-16,TXN1379,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,UPI
2026-01-16,TXN1380,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,Cash
2026-01-16,TXN1381,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-16,TXN1382,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-16,TXN1383,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,UPI
2026-01-16,TXN1384,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-01-16,TXN1385,P101,Premium Basmati Rice 5kg,Grains,3,450,Sale,1350,UPI
2026-01-16,TXN1386,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,UPI
2026-01-16,TXN1387,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,Card
2026-01-16,TXN_RESTOCK_1387,P107,Restock: Brooke Bond Red Label Tea 250g,Restock,49,95,Expense,4655,Cash
2026-01-17,TXN1388,P105,Toor Dal Premium 1kg,Pulses,3,180,Sale,540,UPI
2026-01-17,TXN1389,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-01-17,TXN1390,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,Cash
2026-01-17,TXN1391,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-01-17,TXN1392,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,UPI
2026-01-17,TXN1393,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,Cash
2026-01-17,TXN1394,P108,Sunsilk Black Shampoo 180ml,Personal Care,6,145,Sale,870,Cash
2026-01-17,TXN1395,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-01-17,TXN1396,P101,Premium Basmati Rice 5kg,Grains,3,450,Sale,1350,Cash
2026-01-17,TXN1397,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Cash
2026-01-17,TXN1398,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Cash
2026-01-17,TXN1399,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,Cash
2026-01-17,TXN1400,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,Cash
2026-01-17,TXN1401,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,Cash
2026-01-17,TXN1402,P101,Premium Basmati Rice 5kg,Grains,3,450,Sale,1350,UPI
2026-01-18,TXN1403,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Cash
2026-01-18,TXN1404,P106,Britannia Marie Gold Biscuits,Snacks,3,15,Sale,45,UPI
2026-01-18,TXN1405,P105,Toor Dal Premium 1kg,Pulses,3,180,Sale,540,UPI
2026-01-18,TXN1406,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Cash
2026-01-18,TXN1407,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,UPI
2026-01-18,TXN1408,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-01-18,TXN1409,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,Cash
2026-01-18,TXN1410,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,Card
2026-01-18,TXN1411,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-01-18,TXN1412,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-01-18,TXN1413,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,Cash
2026-01-18,TXN1414,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,Cash
2026-01-18,TXN1415,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,Cash
2026-01-19,TXN1416,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,UPI
2026-01-19,TXN1417,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-19,TXN1418,P103,Tata Salt 1kg,Condiments,3,28,Sale,84,UPI
2026-01-19,TXN1419,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,UPI
2026-01-19,TXN1420,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,3,280,Sale,840,UPI
2026-01-19,TXN1421,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,Cash
2026-01-19,TXN1422,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,Card
2026-01-20,TXN1423,P107,Brooke Bond Red Label Tea 250g,Beverages,3,120,Sale,360,UPI
2026-01-20,TXN1424,P107,Brooke Bond Red Label Tea 250g,Beverages,5,120,Sale,600,Cash
2026-01-20,TXN1425,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,Cash
2026-01-20,TXN1426,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,Card
2026-01-20,TXN1427,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-01-20,TXN1428,P108,Sunsilk Black Shampoo 180ml,Personal Care,3,145,Sale,435,Cash
2026-01-20,TXN1429,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,UPI
2026-01-20,TXN1430,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,Cash
2026-01-20,TXN1431,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,UPI
2026-01-20,TXN1432,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-01-21,TXN1433,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-21,TXN1434,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Cash
2026-01-21,TXN1435,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Cash
2026-01-21,TXN1436,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,UPI
2026-01-21,TXN1437,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-21,TXN1438,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,UPI
2026-01-21,TXN1439,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,Cash
2026-01-21,TXN1440,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,Cash
2026-01-21,TXN1441,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,UPI
2026-01-21,TXN1442,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,Cash
2026-01-21,TXN1443,P101,Premium Basmati Rice 5kg,Grains,5,450,Sale,2250,UPI
2026-01-21,TXN1444,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-01-21,TXN1445,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,UPI
2026-01-22,TXN1446,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,Card
2026-01-22,TXN1447,P103,Tata Salt 1kg,Condiments,3,28,Sale,84,UPI
2026-01-22,TXN1448,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,Cash
2026-01-22,TXN1449,P101,Premium Basmati Rice 5kg,Grains,3,450,Sale,1350,Cash
2026-01-22,TXN1450,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,Cash
2026-01-22,TXN1451,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,UPI
2026-01-22,TXN1452,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,UPI
2026-01-22,TXN1453,P102,Gold Winner Sunflower Oil 1L,Oils,3,140,Sale,420,UPI
2026-01-22,TXN1454,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,Cash
2026-01-22,TXN1455,P106,Britannia Marie Gold Biscuits,Snacks,3,15,Sale,45,Card
2026-01-22,TXN1456,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,UPI
2026-01-23,TXN1457,P106,Britannia Marie Gold Biscuits,Snacks,3,15,Sale,45,Cash
2026-01-23,TXN1458,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-01-23,TXN1459,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-01-23,TXN1460,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,UPI
2026-01-23,TXN1461,P105,Toor Dal Premium 1kg,Pulses,3,180,Sale,540,UPI
2026-01-23,TXN1462,P106,Britannia Marie Gold Biscuits,Snacks,3,15,Sale,45,UPI
2026-01-23,TXN1463,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-01-23,TXN_RESTOCK_1463,P102,Restock: Gold Winner Sunflower Oil 1L,Restock,18,110,Expense,1980,Cash
2026-01-24,TXN1464,P107,Brooke Bond Red Label Tea 250g,Beverages,5,120,Sale,600,Card
2026-01-24,TXN1465,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,Cash
2026-01-24,TXN1466,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,UPI
2026-01-24,TXN1467,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-01-24,TXN1468,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,UPI
2026-01-24,TXN1469,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-01-24,TXN1470,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,UPI
2026-01-24,TXN1471,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,Cash
2026-01-24,TXN1472,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,Cash
2026-01-24,TXN1473,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Cash
2026-01-24,TXN1474,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,Cash
2026-01-24,TXN1475,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-01-24,TXN1476,P106,Britannia Marie Gold Biscuits,Snacks,3,15,Sale,45,Cash
2026-01-24,TXN1477,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-24,TXN1478,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-24,TXN1479,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,Cash
2026-01-24,TXN1480,P105,Toor Dal Premium 1kg,Pulses,5,180,Sale,900,Card
2026-01-24,TXN1481,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,Cash
2026-01-25,TXN1482,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,UPI
2026-01-25,TXN1483,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,Cash
2026-01-25,TXN1484,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,Cash
2026-01-25,TXN1485,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Card
2026-01-25,TXN1486,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Cash
2026-01-25,TXN1487,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Cash
2026-01-25,TXN1488,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,Cash
2026-01-25,TXN1489,P107,Brooke Bond Red Label Tea 250g,Beverages,3,120,Sale,360,Cash
2026-01-25,TXN1490,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,Cash
2026-01-25,TXN1491,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,Cash
2026-01-25,TXN1492,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,Card
2026-01-25,TXN1493,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,Card
2026-01-25,TXN1494,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,UPI
2026-01-25,TXN1495,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,Cash
2026-01-25,TXN1496,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-01-25,TXN1497,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,3,280,Sale,840,UPI
2026-01-26,TXN1498,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,Cash
2026-01-26,TXN1499,P101,Premium Basmati Rice 5kg,Grains,5,450,Sale,2250,Cash
2026-01-26,TXN1500,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,Card
2026-01-26,TXN1501,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-26,TXN1502,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-01-26,TXN1503,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-01-27,TXN1504,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Card
2026-01-27,TXN1505,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,Cash
2026-01-27,TXN1506,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,Cash
2026-01-27,TXN1507,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,3,280,Sale,840,Cash
2026-01-27,TXN1508,P105,Toor Dal Premium 1kg,Pulses,5,180,Sale,900,UPI
2026-01-27,TXN1509,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,UPI
2026-01-27,TXN1510,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,Cash
2026-01-27,TXN1511,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Cash
2026-01-27,TXN1512,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,UPI
2026-01-27,TXN1513,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-01-27,TXN1514,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,UPI
2026-01-27,TXN1515,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,UPI
2026-01-27,TXN1516,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,Cash
2026-01-27,TXN1517,P103,Tata Salt 1kg,Condiments,6,28,Sale,168,UPI
2026-01-28,TXN1518,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,Cash
2026-01-28,TXN1519,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-01-28,TXN1520,P106,Britannia Marie Gold Biscuits,Snacks,3,15,Sale,45,Cash
2026-01-28,TXN1521,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-28,TXN1522,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-01-28,TXN1523,P103,Tata Salt 1kg,Condiments,5,28,Sale,140,UPI
2026-01-28,TXN1524,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,UPI
2026-01-28,TXN1525,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-28,TXN1526,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-28,TXN1527,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,Cash
2026-01-28,TXN1528,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,Cash
2026-01-28,TXN1529,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,Cash
2026-01-28,TXN1530,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Cash
2026-01-28,TXN_RESTOCK_1530,P108,Restock: Sunsilk Black Shampoo 180ml,Restock,26,115,Expense,2990,Cash
2026-01-29,TXN1531,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-29,TXN1532,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,UPI
